AutoInc, Location-zipcode, Location-state, Location-city, Location-areacode, Location-prefix, Location-extension, Location-street, Name-First, Name-Last, Name-Gender,
4973.0, 28334, North Carolina, Dunn, 910, 230, 7096, 5 KNOTTINGHAM, MARISOL, Shiver, Female,
4974.0, 32789, Florida, WINTER PARK, 321, 402, 7600, 14 FORMOSA, JILL, Parrott, Female,
4975.0, 48134, Michigan, FLAT ROCK, 734, 782, 7649, 3 CARDINAL, ALICE, Stephens, Female,
4976.0, 63501, Missouri, Kirksville, 660, 730, 3379, 42 WEATHERSTONE, RICHARD, Cummings, Male,
4977.0, 92115, California, San Diego, 619, 229, 5813, 11 PAGE, KEITH, Troche, Male,
4978.0, 01960, Massachusetts, PEABODY, 978, 536, 6082, 19 ADAMS, LORI, Weinman, Female,
4979.0, 68822, Nebraska, BROKEN BOW, 308, 872, 5608, 9 ROAD 440, KATHY, Robertson, Female,
4980.0, 91331, California, Pacoima, 818, 896, 2719, 612 WOODMAN, STEPHEN, Stevens, Male,
4981.0, 48883, Michigan, SHEPHERD, 989, 828, 6873, 40 FERDINAND, FRANK, Stone, Male,
4982.0, 79096, Texas, WHEELER, 806, 826, 2876, 5 COUNTY ROAD 22, MARIA, Oconnor, Female,
4983.0, 28601, North Carolina, HICKORY, 828, 826, 4623, 66 WILDWOOD, RALPH, Peterson, Male,
4984.0, 35806, Alabama, HUNTSVILLE, 256, 730, 8057, 4 RR 3, BRYAN, Choate, Male,
4985.0, 53406, Wisconsin, RACINE, 262, 321, 8498, 28 ROSEMARY, HELEN, Fowler, Female,
4986.0, 35085, Alabama, JEMISON, 205, 688, 6856, 2 COUNTY ROAD 91, STEPHEN, Alvarez, Male,
4987.0, 98226, Washington, BELLINGHAM, 360, 758, 9050, 54 LENA, NICOLE, Dean, Female,
4988.0, 41075, Kentucky, Fort Thomas, 859, 441, 2527, 41 CLARAS, AUDREY, Calloway, Female,
4989.0, 68351, Nebraska, EXETER, 402, 266, 9112, 2 MAPLEWOOD, TIMOTHY, Estrada, Male,
4990.0, 33853, Florida, Lake Wales, 863, 679, 4392, 24 EUCLID, MICHAEL, Curry, Male,
4991.0, 78130, Texas, HANCOCK, 830, 226, 9641, 1 ESSEX GRACE, EARL, Ernst, Male,
4992.0, 44131, Ohio, Independence, 216, 462, 3982, 58 ASHLAR, WILLIE, Eldred, Male,
4993.0, 92648, California, Huntington Beach, 714, 536, 5393, 6 BEACHPOINT, HUNG, Burchell, Male,
4994.0, 28328, North Carolina, CLINTON, 843, 487, 6202, 17 FISHER, JOSEPH, Smith, Male,
4995.0, 48329, Michigan, WATERFORD, 248, 618, 6803, 47 OAK HILL, NANCY, Stephens, Female,
4996.0, 71118, Louisiana, SHREVEPORT, 318, 364, 1197, 89 STONEHAVEN, DANIEL, Moore, Male,
4997.0, 60453, Illinois, OAK LAWN, 708, 636, 8830, 301 LAVERGNE, ERIC, Hatton, Male,
4998.0, 39355, Mississippi, Quitman, 251, 771, 1077, 4 COUNTY ROAD 671, DIANA, Ungar, Female,
4999.0, 39146, Mississippi, PICKENS, 662, 468, 0417, 29 UPSHAW, MARCIE, Sandridge, Female,
5000.0, 92115, California, San Diego, 619, 229, 6181, 122 SPARLING, SYDNEY, Brothers, Male,
5001.0, 31901, Georgia, Columbus, 706, 330, 2857, 84 SLADE, DANA, Shreffler, Female,
5002.0, 11204, New York, Brooklyn, 718, 232, 3447, 915 3RD, ELIZABETH, Stackhouse, Female,
5003.0, 14216, New York, Buffalo, 585, 205, 6981, 44 CAMDEN, VIRGINIA, Orchard, Female,
5004.0, 44870, Ohio, SANDUSKY, 419, 625, 5013, 47 WOOD, BARBARA, Willis, Female,
5005.0, 79762, Texas, Odessa, 432, 362, 2916, 66 60TH, MARIAN, Roger, Female,
5006.0, 76106, Texas, Fort Worth, 817, 624, 1338, 7 16TH, JADWIGA, Harris, Female,
5007.0, 07060, New Jersey, PLAINFIELD, 908, 754, 8489, 94 FAIRVIEW, VERONICA, Long, Female,
5008.0, 85033, Arizona, Phoenix, 623, 245, 9975, 691 69TH, WILLIAM, Burgess, Male,
5009.0, 45836, Ohio, DUNKIRK, 419, 759, 7262, 10 COUNTY ROAD 20, BETTY, Cloutier, Female,
5010.0, 45135, Ohio, LEESBURG, 937, 780, 0722, 25 CAREYTOWN, TIMOTHY, Lemieux, Male,
5011.0, 96813, Hawaii, Honolulu, 808, 544, 0573, 46 ANIANIKU, MIGUEL, Hanford, Male,
5012.0, 08527, New Jersey, VAN HISEVILLE, 732, 833, 2982, 26 MAGPIE, EDWARD, Greenwell, Male,
5013.0, 80831, Colorado, PEYTON, 719, 749, 5553, 9 OLD SPEC, KENNETH, Hill, Male,
5014.0, 44446, Ohio, NILES, 330, 544, 4356, 66 SMITH, JACKELYN, Connally, Female,
5015.0, 44089, Ohio, Vermilion, 440, 963, 0609, 51 FISHER, CLARA, Delgado, Female,
5016.0, 17111, Pennsylvania, Harrisburg, 267, 416, 4380, 6 MIFFLIN, STEPHEN, Rubio, Male,
5017.0, 54304, Wisconsin, Green Bay, 715, 330, 7544, 54 RIDGE, JOHN, Cordle, Male,
5018.0, 35802, Alabama, Huntsville, 256, 213, 0296, 63 NOBLE, SCOTT, Bell, Male,
5019.0, 53219, Wisconsin, MILWAUKEE, 414, 546, 5793, 88 BENNETT, ETHEL, Flowers, Female,
5020.0, 26101, West Virginia, LUBECK, 304, 615, 0542, 40 MOUNT VERNON, TRISTA, Pope, Female,
5021.0, 46901, Indiana, KOKOMO, 765, 457, 6067, 79 1080, STANLEY, Morrill, Male,
5022.0, 60639, Illinois, CHICAGO, 773, 804, 5792, 873 KENTON, GABRIEL, Rancourt, Male,
5023.0, 27502, North Carolina, APEX, 919, 362, 4064, 19 AUTUMNWOOD, MARY, Clark, Female,
5024.0, 27025, North Carolina, Madison, 336, 445, 9107, 19 MID TOWN, WILDA, Roberts, Female,
5025.0, 55767, Minnesota, Moose Lake, 218, 485, 9858, 8 OAK, DEWEY, Wood, Male,
5026.0, 07740, New Jersey, LONG BRANCH, 732, 222, 0872, 5 EASTWOOD, DANIEL, Grant, Male,
5027.0, 76011, Texas, Arlington, 254, 595, 8777, 68 SWEETBRIAR, THOMAS, Gallion, Male,
5028.0, 41230, Kentucky, LOUISA, 606, 638, 4956, 19 SOUTH, ELIZABETH, Starr, Female,
5029.0, 30143, Georgia, Jasper, 706, 579, 4311, 5 INDIAN FOREST, KENNETH, Montgomery, Male,
5030.0, 66044, Kansas, LAWRENCE, 785, 865, 8941, 47 1ST, REX, Johnson, Male,
5031.0, 45227, Ohio, Cincinnati, 513, 272, 1013, 21 SHAWANOE, CHARLES, Jones, Male,
5032.0, 67042, Kansas, El Dorado, 316, 322, 7482, 65 GENNA, GWENDOLYN, Reyna, Female,
5033.0, 44484, Ohio, Warren, 330, 367, 0174, 65 BRUCEWOOD, ANNA, Johnson, Female,
5034.0, 12937, New York, FORT COVINGTON, 518, 358, 3196, 31 COUNTY ROUTE 1, KENNETH, Demoss, Male,
5035.0, 13662, New York, Massena, 315, 319, 3454, 23 LAUREL, JANE, Grube, Female,
5036.0, 65018, Missouri, CALIFORNIA, 573, 796, 6515, 17 SUNSET ACRES, MARY, Bray, Female,
5037.0, 74501, Oklahoma, Mcalester, 918, 302, 5909, 46 WATERWORKS, DORTHY, Levi, Female,
5038.0, 55051, Minnesota, Mora, 320, 674, 4203, 20 160TH, DONALD, Jackson, Male,
5039.0, 15301, Pennsylvania, Washington, 724, 345, 0669, 50 HAZELWOOD, BEVERLY, Russell, Female,
5040.0, 33176, Florida, Miami, 305, 613, 5545, 229 114TH, AMANDA, Miller, Female,
5041.0, 93535, California, Lancaster, 661, 423, 5894, 67 STEPHANIE, DONNIE, Lombardo, Male,
5042.0, 38655, Mississippi, Oxford, 662, 232, 3057, 25 SALEM, CRYSTAL, Stewart, Female,
5043.0, 90505, California, TORRANCE, 310, 375, 4799, 168 REDBEAM, GLENN, Goddard, Male,
5044.0, 89431, Nevada, Sparks, 775, 354, 3512, 53 STINE, SHEILA, Sullivan, Female,
5045.0, 75559, Texas, De Kalb, 903, 667, 9431, 22 COUNTY ROAD 4258, MONICA, Torres, Female,
5046.0, 27909, North Carolina, Elizabeth City, 252, 581, 1222, 4 DEER, JOHN, Harris, Male,
5047.0, 15825, Pennsylvania, BROOKVILLE, 814, 220, 9209, 20 DALE, BRENDA, Holloway, Female,
5048.0, 29063, South Carolina, IRMO, 803, 272, 0202, 3 SETTLERS, TERESA, Denny, Female,
5049.0, 43556, Ohio, SHERWOOD, 419, 899, 0395, 36 LOCKWOOD, JIMMIE, Gonzalez, Male,
5050.0, 30753, Georgia, TRION, 706, 734, 2371, 28 RIDGEWAY, BRYAN, Majeski, Male,
5051.0, 31773, Georgia, OCHLOCKNEE, 229, 574, 4306, 8 POPCUBITT, RICHARD, Torres, Male,
5052.0, 19082, Pennsylvania, Upper Darby, 610, 352, 4723, 183 SANSOM, THOMAS, Martin, Male,
5053.0, 58030, North Dakota, FAIRMOUNT, 218, 479, 3813, 5 HIGHWAY 11, JOHN, Howard, Male,
5054.0, 24228, Virginia, CLINTWOOD, 276, 926, 9851, 11 SPRINGFIELD, CHARLES, Poor, Male,
5055.0, 93901, California, Salinas, 408, 651, 2811, 3 EL PASO, YOLANDA, Hampton, Female,
5056.0, 21218, Maryland, Baltimore, 410, 243, 1512, 14 ANDOVER, GEORGE, Sax, Male,
5057.0, 27549, North Carolina, LOUISBURG, 919, 340, 8760, 20 MINNOW POND, JULIE, Shields, Female,
5058.0, 48104, Michigan, ANN ARBOR, 734, 913, 6551, 24 HUNTINGTON, BRYAN, Debose, Male,
5059.0, 70006, Louisiana, Metairie, 504, 455, 4421, 176 SHORES, GREGORY, Hatfield, Male,
5060.0, 57701, South Dakota, RAPID VALLEY, 605, 737, 7367, 25 CABOT HILL, JOE, Gentry, Male,
5061.0, 53704, Wisconsin, Madison, 608, 301, 3972, 72 5TH, MELVA, Williams, Female,
5062.0, 92672, California, San Clemente, 949, 366, 4401, 65 AVILA, EVANGELINA, Gonzalez, Female,
5063.0, 18411, Pennsylvania, Clarks Summit, 570, 585, 8894, 5 BARBARA, LORA, Guy, Female,
5064.0, 60172, Illinois, ROSELLE, 630, 529, 1276, 10 MONACO, ELAYNE, Dykes, Female,
5065.0, 76107, Texas, Fort Worth, 817, 731, 9206, 75 DRIVER, CLARA, Catalano, Female,
5066.0, 53181, Wisconsin, Twin Lakes, 262, 877, 7989, 9 SWALLOW, BRUCE, Dexter, Male,
5067.0, 85226, Arizona, Chandler, 480, 763, 9220, 69 LAREDO, ANDREW, Vaughn, Male,
5068.0, 72315, Arkansas, BLYTHEVILLE, 573, 720, 0134, 40 TEXAS, LISA, Adams, Female,
5069.0, 37813, Tennessee, Morristown, 423, 327, 9044, 32 RED FOX, RANDA, Lee, Female,
5070.0, 44001, Ohio, AMHERST, 440, 984, 8316, 70 HUME HILL, ROBERT, Senter, Male,
5071.0, 03801, New Hampshire, Portsmouth, 207, 438, 6306, 6 DOVER, CAROL, Pinzon, Female,
5072.0, 84074, Utah, Tooele, 435, 277, 0725, 0 COLEMAN, ROBERT, Saldana, Male,
5073.0, 53406, Wisconsin, RACINE, 262, 321, 2129, 3 REGENCY HILLS, SARA, Allen, Female,
5074.0, 49031, Michigan, CASSOPOLIS, 269, 445, 3674, 34 PENN, MICHAEL, Bergman, Male,
5075.0, 84092, Utah, ALTA, 801, 742, 3074, 40 STONE MOUNTAIN, SCOTT, Berger, Male,
5076.0, 11234, New York, Brooklyn, 718, 629, 3298, 40 PEARSON, ALISON, Thai, Female,
5077.0, 48035, Michigan, CLINTON TOWNSHIP, 586, 285, 0482, 82 LARCHWOOD, MARJORIE, Axtell, Female,
5078.0, 78873, Texas, FRIO CANYON, 830, 232, 2712, 43 HC 1, LEONE, Cadiz, Female,
5079.0, 23432, Virginia, Suffolk, 757, 255, 1324, 12 KINGS, WILLIAM, Suggs, Male,
5080.0, 39564, Mississippi, OCEAN SPRINGS, 228, 215, 6844, 11 WELDY, JOSHUA, Bowman, Male,
5081.0, 92220, California, Banning, 951, 769, 2797, 8 POMBREDEN, BRIAN, Clark, Male,
5082.0, 52806, Iowa, Davenport, 563, 386, 1094, 119 JEBENS, NATASHA, Washington, Female,
5083.0, 70570, Louisiana, Opelousas, 337, 943, 8642, 19 SIDNEY, DEBORAH, Adams, Female,
5084.0, 02852, Rhode Island, North Kingstown, 401, 256, 6501, 27 WOODMONT, HELEN, Woods, Female,
5085.0, 32778, Florida, Tavares, 352, 253, 5207, 20 MAYO, TERESA, Rosenberger, Female,
5086.0, 60089, Illinois, Buffalo Grove, 312, 287, 5339, 67 HAWTHORNE, LEROY, Cox, Male,
5087.0, 01824, Massachusetts, CHELMSFORD, 978, 967, 5358, 42 KRISTIN, THERESA, Hudspeth, Female,
5088.0, 75212, Texas, Dallas, 254, 216, 1672, 18 BARALINC, MARTHA, Lacey, Female,
5089.0, 46360, Indiana, MICHIGAN CITY, 219, 874, 0924, 34 EUCLID, GRACIELA, Reynolds, Female,
5090.0, 61604, Illinois, PEORIA, 309, 686, 9840, 16 HAMILTON, FRANCIS, Kennedy, Male,
5091.0, 89101, Nevada, Las Vegas, 702, 663, 0836, 19 ARMIN, LARRY, Standley, Male,
5092.0, 17025, Pennsylvania, Enola, 717, 728, 8314, 32 GLEIM, NANCY, Sandstrom, Female,
5093.0, 16933, Pennsylvania, MANSFIELD, 570, 513, 4412, 3 WHITNEYVILLE, BARBARA, Winkleman, Female,
5094.0, 92618, California, Irvine, 213, 785, 7523, 13 VANDERBILT, DUSTIN, Robert, Male,
5095.0, 28752, North Carolina, GARDEN CITY, 828, 659, 2937, 5 NICHOLS, THOMAS, Moton, Male,
5096.0, 92311, California, LENWOOD, 760, 577, 4276, 36 GRACE, MORGAN, Weber, Male,
5097.0, 60106, Illinois, BENSENVILLE, 773, 887, 3317, 130 PLENTYWOOD, JOSHUA, Mcarthur, Male,
5098.0, 37660, Tennessee, KINGSPORT, 276, 203, 1808, 9 MALCOLM, JOHN, Vance, Male,
5099.0, 94553, California, Martinez, 925, 228, 8190, 26 VIA EL DORADO, THEODORE, Bhatia, Male,
5100.0, 84770, Utah, St George, 435, 652, 3947, 52 1820, CHRYSTAL, Champagne, Female,
5101.0, 46706, Indiana, Auburn, 260, 909, 6204, 2 PETERSON, BARBARA, Wyatt, Female,
5102.0, 74363, Oklahoma, QUAPAW, 918, 674, 0061, 25 KASKASKIA, DAVID, Huffman, Male,
5103.0, 78572, Texas, Mission, 956, 205, 2220, 37 DONS, MITZI, Adams, Female,
5104.0, 93711, California, Fresno, 559, 302, 6798, 42 DEWEY, BRANDON, Brennan, Male,
5105.0, 46385, Indiana, Valparaiso, 219, 617, 3212, 27 CARNOUSTIE, JOSEPH, Patterson, Male,
5106.0, 38002, Tennessee, Arlington, 731, 697, 4855, 6 GRAND OAKS, LISA, Scheele, Female,
5107.0, 92117, California, San Diego, 619, 518, 0391, 115 TRIANA, MARK, Hope, Male,
5108.0, 78577, Texas, PHARR, 956, 781, 8484, 55 DANNER, MARGARET, Chapin, Female,
5109.0, 81301, Colorado, Durango, 970, 335, 7879, 23 WESTWOOD, FRANCES, Canterbury, Female,
5110.0, 33430, Florida, Belle Glade, 561, 829, 0298, 168 GATOR, NANCY, Guerrero, Female,
5111.0, 49445, Michigan, Muskegon, 231, 766, 0254, 31 SWEETER, CAROLYN, Strickland, Female,
5112.0, 08618, New Jersey, EWINGVILLE -MERCER, 609, 912, 1415, 117 BELMONT, RODNEY, Askew, Male,
5113.0, 82240, Wyoming, TORRINGTON, 307, 534, 2669, 26 ROAD 27, BRADLEY, Ryan, Male,
5114.0, 43311, Ohio, Bellefontaine, 937, 553, 2253, 9 TOWNSHIP ROAD 46, LEO, Bainbridge, Male,
5115.0, 84118, Utah, Kearns, 801, 965, 9798, 16 VISTA POINT, KIMBERLY, Rucker, Female,
5116.0, 36867, Alabama, Phenix City, 334, 214, 3855, 68 LEE ROAD 2020, RALPH, Wilson, Male,
5117.0, 23601, Virginia, Newport News, 757, 234, 2122, 41 OAKLAND, MARIE, Miller, Female,
5118.0, 48111, Michigan, BELLEVILLE, 734, 699, 5884, 71 GILMORE, STEVEN, Mecham, Male,
5119.0, 90301, California, Inglewood, 310, 330, 0086, 470 HILLCREST, CESAR, Morales, Male,
5120.0, 92504, California, Riverside, 951, 776, 7876, 71 BLOOM, ALLEN, Davila, Male,
5121.0, 27589, North Carolina, Warrenton, 252, 257, 1373, 5 PLUTO, EULA, Holloway, Female,
5122.0, 79504, Texas, PUTNAM, 325, 662, 4799, 19 GREENSIDE, WILLIAM, Horrocks, Male,
5123.0, 85546, Arizona, Safford, 928, 348, 0396, 28 SKINNER BACK ACRE, GEORGE, White, Male,
5124.0, 94602, California, Oakland, 510, 336, 3515, 87 SCHOOL, JUNE, Ocasio, Female,
5125.0, 24450, Virginia, Lexington, 540, 461, 7337, 0 ABB RIDGE, JAMIE, Taylor, Female,
5126.0, 97404, Oregon, Eugene, 541, 463, 5202, 11 YORK, DONALD, Thomas, Male,
5127.0, 49622, Michigan, CENTRAL LAKE, 231, 544, 5241, 18 ROBERTS, SAMUEL, Fred, Male,
5128.0, 05440, Vermont, ALBURG, 802, 796, 7515, 14 GREENWOODS TRLR, ESSIE, Long, Female,
5129.0, 18013, Pennsylvania, Bangor, 610, 588, 9966, 13 SHOUP, JAMIE, Pelayo, Female,
5130.0, 30058, Georgia, PANOLA, 678, 418, 9395, 41 SWIFT, NICHOLAS, Ricketson, Male,
5131.0, 77056, Texas, Houston, 832, 684, 4107, 44 CHEVY CHASE, THOMAS, Rice, Male,
5132.0, 70072, Louisiana, MARRERO, 504, 349, 0942, 19 CAITLIN, CARLEEN, Boswell, Female,
5133.0, 85364, Arizona, Yuma, 928, 782, 5664, 208 CROWDER, ROBERT, Lankford, Male,
5134.0, 24153, Virginia, Salem, 540, 380, 2149, 44 SHOTEKA HILL, DANIEL, Hawk, Male,
5135.0, 07042, New Jersey, MONTCLAIR, 732, 426, 8156, 119 LINDEN, ROOSEVELT, Shelby, Male,
5136.0, 12564, New York, Pawling, 845, 855, 5992, 27 NATHAN PIERCE, JESSICA, Durbin, Female,
5137.0, 92064, California, Poway, 858, 668, 9950, 54 CRESTLINE, JACOB, Bell, Male,
5138.0, 76712, Texas, Waco, 254, 579, 3131, 20 RIATA, JOYCE, Mccormack, Female,
5139.0, 66216, Kansas, KANSAS CITY, 913, 375, 9989, 288 LONG, MICHAEL, Hill, Male,
5140.0, 19446, Pennsylvania, Lansdale, 215, 361, 8405, 18 WAGON WHEEL, ANASTASIA, Murray, Female,
5141.0, 74066, Oklahoma, SAPULPA, 918, 882, 8257, 43 RIDGE, FRANCIS, Corona, Male,
5142.0, 08691, New Jersey, HAMILTON SQUARE, 856, 837, 8947, 24 WYCKLOW, MOLLY, Steen, Female,
5143.0, 98036, Washington, Lynnwood, 425, 771, 8568, 178 232ND, ERIC, Coppola, Male,
5144.0, 17935, Pennsylvania, Girardville, 570, 276, 9791, 13 RAILROAD, RUSSELL, Davis, Male,
5145.0, 46032, Indiana, CARMEL, 317, 843, 8109, 10 LOTUS, JOHN, Rankins, Male,
5146.0, 27536, North Carolina, Henderson, 252, 431, 4385, 99 PEACE, JEROMY, Ramirez, Male,
5147.0, 49042, Michigan, Constantine, 269, 435, 3138, 28 YOUNGS PRAIRIE, GERALDINE, Munoz, Female,
5148.0, 38771, Mississippi, RULEVILLE, 662, 756, 7185, 33 ACADEMY, LEO, Meek, Male,
5149.0, 87109, New Mexico, Albuquerque, 505, 697, 6096, 58 DEMPSEY, HEATHER, Bautista, Female,
5150.0, 73439, Oklahoma, KINGSTON, 580, 564, 6924, 14 NANCE, BERNARD, Etherton, Male,
5151.0, 98930, Washington, Grandview, 509, 882, 6323, 67 SUNSET, JOANNE, Berry, Female,
5152.0, 40517, Kentucky, Lexington, 859, 271, 4897, 38 HIGH HOPE, HOLLY, Johnson, Female,
5153.0, 33624, Florida, Tampa, 727, 324, 0444, 52 RAVENSDALE, LAURA, Woods, Female,
5154.0, 15904, Pennsylvania, Johnstown, 814, 221, 7829, 32 WESTRIDGE, ARTHUR, Chavis, Male,
5155.0, 29605, South Carolina, Greenville, 864, 236, 2340, 13 LAWSON, MARVIN, Belt, Male,
5156.0, 99352, Washington, Richland, 509, 376, 9956, 13 VIEW MEADOWS, NANCY, Yetter, Female,
5157.0, 23322, Virginia, Chesapeake, 757, 421, 4590, 11 TYLER, ARNOLD, Fields, Male,
5158.0, 30058, Georgia, PANOLA, 678, 418, 9301, 9 HILLVALE COVE, BARBARA, Lange, Female,
5159.0, 77840, Texas, College Station, 979, 595, 1210, 5 SUMMER, NANCY, Humphrey, Female,
5160.0, 43512, Ohio, EVANSPORT, 419, 714, 2672, 4 TIMOTHY, CARY, Fair, Male,
5161.0, 75217, Texas, DALLAS, 214, 391, 5376, 76 BROCKHAM, CRAIG, Peterson, Male,
5162.0, 77429, Texas, Cypress, 281, 213, 7927, 1 ASPEN, THOMAS, Ferguson, Male,
5163.0, 37745, Tennessee, Greeneville, 423, 278, 9940, 27 KIMBILI, PATRICIA, Osterman, Female,
5164.0, 21218, Maryland, Baltimore, 410, 366, 5439, 186 EDNOR, KEITH, Woods, Male,
5165.0, 32738, Florida, Deltona, 386, 561, 9087, 8 SHADYDALE, SALLIE, Williams, Female,
5166.0, 99336, Washington, Kennewick, 509, 205, 8851, 225 ZILLAH, JEFFREY, Landry, Male,
5167.0, 28314, North Carolina, Fayetteville, 910, 764, 2631, 38 FAIRPOINT, BRIAN, Chavez, Male,
5168.0, 92335, California, Fontana, 909, 829, 8753, 261 HOLLY, JENNIFER, Choi, Female,
5169.0, 54501, Wisconsin, SUGAR CAMP, 715, 272, 2701, 7 RANGE LINE, GERTRUDE, Daniels, Female,
5170.0, 33936, Florida, Lehigh Acres, 239, 368, 6793, 27 COUNTRY CLUB, LEVI, Stilwell, Male,
5171.0, 43204, Ohio, Columbus, 614, 278, 3296, 94 EAKIN, ALBERTA, White, Female,
5172.0, 28752, North Carolina, SEVIER, 828, 559, 2190, 2 HIGH POINT, MARJORIE, Edmondson, Female,
5173.0, 60025, Illinois, GLENVIEW, 224, 521, 1970, 97 BEVERLY, MARIE, Thomas, Female,
5174.0, 53185, Wisconsin, Wind Lake, 262, 895, 4073, 42 ORCHARD, MARTIN, Harris, Male,
5175.0, 64085, Missouri, Richmond, 816, 470, 9187, 29 FARRIS, DAVID, Savage, Male,
5176.0, 49512, Michigan, Kentwood, 231, 468, 6571, 6 JACHEARA, JAMIE, Phillips, Male,
5177.0, 14454, New York, Geneseo, 585, 243, 8411, 15 COUNTRY, DANNY, Medlin, Male,
5178.0, 48327, Michigan, WATERFORD, 248, 666, 4073, 20 HOFFMAN, MICHAEL, Glover, Male,
5179.0, 45013, Ohio, Hamilton, 513, 738, 8141, 75 WALNUT, RAMIRO, Walker, Male,
5180.0, 80231, Colorado, Denver, 303, 203, 4448, 110 YALE, DONNA, Hill, Female,
5181.0, 94621, California, Oakland, 510, 567, 9217, 264 GRUMMAN, ALAN, Dean, Male,
5182.0, 12148, New York, CLIFTON PARK, 518, 348, 1979, 26 ROBINSON, ARGELIA, Thornton, Female,
5183.0, 30401, Georgia, SWAINSBORO, 478, 237, 5586, 24 LEONARD, JEFFREY, Reed, Male,
5184.0, 91766, California, Pomona, 626, 509, 1710, 26 MILLER, ADAM, Hopper, Male,
5185.0, 96786, Hawaii, Wahiawa, 808, 653, 7372, 22 NEFF, AMIE, Roark, Female,
5186.0, 44089, Ohio, Vermilion, 440, 963, 9751, 44 ALTAMONT, PAULINE, Vieira, Female,
5187.0, 19103, Pennsylvania, Phila, 267, 863, 0667, 15 BELL ATLANTIC TOWER, AGATHA, Norwood, Female,
5188.0, 21045, Maryland, Columbia, 301, 310, 6800, 19 HELEN DORSEY, MATTHEW, Bishop, Male,
5189.0, 03042, New Hampshire, EPPING, 603, 679, 9965, 23 OAK HILL, GEORGE, Pittman, Male,
5190.0, 43512, Ohio, EVANSPORT, 419, 437, 1243, 28 FOX CHASE, CARMEN, Bancroft, Female,
5191.0, 19145, Pennsylvania, Philadelphia, 215, 465, 1347, 121 NAPA, THOMAS, Resto, Male,
5192.0, 18901, Pennsylvania, Doylestown, 215, 348, 1014, 17 BARNER, KATHERINE, Rohde, Female,
5193.0, 48335, Michigan, Farmington Hills, 248, 663, 3259, 84 ERIC, JENNIFER, Moreau, Female,
5194.0, 44125, Ohio, GARFIELD HEIGHTS, 216, 973, 8884, 3 ROYAL, ERVIN, Garrison, Male,
5195.0, 94952, California, Petaluma, 707, 778, 3558, 14 TURNBERRY, AARON, Tietjen, Female,
5196.0, 70360, Louisiana, Houma, 985, 851, 8327, 27 SAINT ANTHONY, MARC, Ramsey, Male,
5197.0, 11219, New York, Brooklyn, 718, 635, 2505, 1386 63RD, IRENE, Carr, Female,
5198.0, 53066, Wisconsin, OCONOMOWOC, 262, 560, 3274, 18 MEADOW PARK, CHRISTOPHER, Haney, Male,
5199.0, 92284, California, Yucca Valley, 760, 228, 7482, 29 MIRADA, KARA, Mulcahy, Female,
5200.0, 20011, District of Columbia, Washington, 202, 729, 9095, 418 SHERIDAN, CHRISTOPHER, Bogan, Male,
5201.0, 60106, Illinois, Bensenville, 312, 594, 9140, 121 MAIN, ANDREW, Chenault, Male,
5202.0, 74464, Oklahoma, TAHLEQUAH, 918, 458, 7113, 12 MURRELL, DANA, White, Female,
5203.0, 47802, Indiana, TERRE HAUTE, 812, 201, 8791, 27 SUNNYSIDE HILL, KENNETH, Allen, Male,
5204.0, 45133, Ohio, MARSHALL, 937, 876, 4572, 42 ALLEN, MARIA, Young, Female,
5205.0, 46307, Indiana, Crown Point, 219, 226, 7098, 39 NEWTON, ROGER, Baker, Male,
5206.0, 33844, Florida, HAINES CITY, 863, 421, 1656, 4 ALFORD, RUBY, Miller, Female,
5207.0, 24401, Virginia, STAUNTON, 540, 448, 2793, 29 BOWMAN SPRINGS, RICHARD, Ames, Male,
5208.0, 07055, New Jersey, PASSAIC, 973, 773, 0152, 175 PRESIDENT, HARRY, Spring, Male,
5209.0, 92225, California, Blythe, 760, 854, 2015, 31 CORONADO, SANDRA, Loudermilk, Female,
5210.0, 38462, Tennessee, HOHENWALD, 931, 796, 0051, 0 CAMELOT, WILLIAM, Burns, Male,
5211.0, 61841, Illinois, FAIRMOUNT, 217, 733, 3594, 3 680 EAST, GABRIEL, Kelly, Male,
5212.0, 15210, Pennsylvania, Pittsburgh, 412, 881, 3659, 35 WAITE, DAVID, Hadley, Male,
5213.0, 73401, Oklahoma, Ardmore, 580, 263, 4181, 42 HONEYSUCKLE, JAVIER, Canty, Male,
5214.0, 92250, California, Holtville, 760, 356, 0999, 66 CIRCLE, ALICE, Jeanpierre, Female,
5215.0, 50228, Iowa, Prairie City, 515, 994, 4711, 9 52ND, NANCY, Saucier, Female,
5216.0, 44145, Ohio, WESTLAKE, 440, 835, 6219, 20 PARSONS POND, TAMRA, Maxie, Female,
5217.0, 61473, Illinois, ROSEVILLE, 309, 426, 6048, 0 40TH, TAMMY, Holt, Female,
5218.0, 07109, New Jersey, BELLEVILLE, 908, 676, 3846, 148 SMALLWOOD, BARBARA, Jennings, Female,
5219.0, 36527, Alabama, Spanish Fort, 251, 447, 1253, 26 BRIDGEWOOD, TERESA, Bernard, Female,
5220.0, 94533, California, CORDELIA, 707, 399, 6849, 18 EVERGREEN, ALICE, Wright, Female,
5221.0, 40359, Kentucky, Owenton, 502, 463, 1597, 14 PAYTONS, BENJAMIN, Mcvey, Male,
5222.0, 25313, West Virginia, Charleston, 304, 769, 3406, 7 CACTUS, DARLENE, Rosario, Female,
